"month","year","date","type","dead","injured","location","details","perpetrator","partOf"
"October","2018","11","Bombing","0","12","Deir ez-Zor Governorate, Syria","A landmine left behind by Islamic State insurgents blew up causing the injuries of 12 children, in the Deir ez-Zor eastern countryside, Syria.[108]","Islamic State","Syrian Civil War"
"October","2018","11","Car bombing","5","4","Faryab Province, Afghanistan","A car bomb prematurely detonated in the Faryab Province resulting 5 civilians dead and 4 injured while also at least 10 Taliban militants killed.[109]","Taliban","War in Afghanistan"
"October","2018","12","Ambush, shooting","6","0","Deir ez-Zor Governorate, Syria","A failed ambush by the Islamic State produced clashes between the Syrian Army and the Islamic State, causing at least 6 deaths of the Syrian Army and at least 10 deaths of the Islamic State.[110]","Islamic State","Syrian Civil War"
"October","2018","12","Bombing, shooting","1","2","Baghdad, Iraq","A bomb and shooting attack in Baghdad resulted in the death of a person and the injury of two more.[111]","Islamic State","Iraqi insurgency"
"October","2018","12","Shooting","1","0","Sopore, India","Terrorists shot dead a policeman in Sopore after breaking into his home. The policeman was identified as Javied Ahmad.[112][113]","Jaish-e-Mohammed","Insurgency in Jammu and Kashmir"
"October","2018","12","Shooting","4","0","Paveh, Iran","Clashes erupted in a section of the city of Paveh, Iran between PDKI separatists and the Islamic Revolutionary Guard Corps (IRGC) resulting in three deaths of the IRGC and of one civilian. In addition two PDKI separatists were also killed.[114][115]","Democratic Party of Iranian Kurdistan","Western Iran clashes"
"October","2018","12","Letter Bombing","0","0","Ala, Italia","A homemade bomb blast in front of the headquarters of the Lega Nord Trentino, in the commune of Ala, Trentino.The Prime Minister Matteo Salvini condemn the attack, calling to arrest those responsible.[116][117]","Anarchist","Terrorism in Italy"
"October","2018","13","Bike bombing","22","36","Rustaq District, Afghanistan","A explosive packed motorbike blew up near a rally for Nazifa Yousufi Bek, killing 22 and injuring 36 more. The candidate had not yet arrived. The attack occurred in the Rustaq District of the Takhar Province, Afghanistan, which has been frequented by Taliban attacks in the past.[118][119][120]","Taliban","War in Afghanistan"
"October","2018","13","Suicide bombings, grenade attack","22","30","Baidoa, Somalia","At least 22 people were killed and 30 were wounded when twin suicide bombings targeted a restaurant and a coffee shop in Baidoa, Somalia. A grenade was also thrown into a nearby hotel.[121][122][123]","Al-Shabaab","Somali Civil War"
"October","2018","13","Shooting","12","0","Ménaka, Mali","12 Tuaregs were killed when armed militants on motorcycles opened fire on them near Menaka, Mali. The Islamic State Greater Sahara is suspected for the attack.[124]","Islamic State","Northern Mali conflict"
"October","2018","13","Bombing","2","0","Qayyarah, Iraq","A bomb planted by the Islamic State went off in Qayyarah, Iraq, killing two civilians; the attackers fled the scene.[125]","Islamic State","Iraqi insurgency"
"October","2018","13","Kidnapping","0","2","North Waziristan, Pakistan","Two Oil and gas employees of a company were kidnapped by Hizbul-Ahrar militants in North Waziristan. A search operation by Pakistani security forces was conducted.[126]","Hizbul Ahrar","War in North-West Pakistan"
"October","2018","13","Bombing","0","4","Guwahati, India","4 people were injured in a low intensity bomb blast at Guwahati, India. The United Liberation Front of Asom-Independent (ULFA-I), claimed responsibility for the bombing.[127][128]","United Liberation Front of Assam","Insurgency in Northeast India"
"October","2018","13","Car bombing","1","7","Kirkuk, Iraq","A car bomb exploded in Central Kirkuk leaving a person dead and seven injured. No group has claimed responsibility yet for the attack but the Islamic State has done attacks like these in the past.[129]","Islamic State","Iraqi insurgency"
"October","2018","14","Shooting","8","0","Zabul Province, Afghanistan","Eight Afghan police personnel including a district chief died when the Taliban attacked them in the Zabul Province.[130][131]","Taliban","War in Afghanistan"
"October","2018","14","Ambush, shooting","16","6","Sifontes Municipality, Venezuela","The ELN are believed to be behind an attack on miners at the Sifontes Municipality of Venezuela. At least 16 miners were shot dead in the ambush and at least 6 others were injured in the attack.[132][133]","ELN","Spillover of the Colombian conflict"
"October","2018","14","Mortar attack","2","0","Hama Governorate, Syria","Militants launched mortars from the Idlib Governorate towards the nearby Hama Governorate, resulting in two deaths of the Syrian Army.[134]","Ahrar al-Sham","Syrian Civil War"
"October","2018","14","Grenade attack","0","0","Budgam district, India","Militants threw grenades at an army patrol, causing no injuries. The Al-Badr organization claimed responsibility through an email. The attack took place in the Budgam district of Jammu and Kashmir.[135]","Al-Badr","Insurgency in Jammu and Kashmir"
"October","2018","14","Bombing","0","0","Malkangiri district, India","Maoists blew up a landmine targeting security forces in a cut off area of the Malkangiri district, of India. No one was injured in the incident.[136]","Naxals","Naxalite–Maoist insurgency"
"October","2018","14","Shooting","20","2","Farah Province, Afghanistan","20 Afghan National Army (ANA) soldiers were killed when the Taliban attacked soldier checkpoints in the Farah Province. At least two other Afghan soldiers were captured alive by the Taliban.[137]","Taliban","War in Afghanistan"
"October","2018","15","Arson","0","0","Puerto Concordia, Colombia","Members of the 7th FARC's front burned the house of a promiscuous judge in Puerto Concordia, Meta Department.[138][139]","FARC 7th Front","Colombian conflict"
"October","2018","15","Shooting","1","1","Al-Qa'im, Iraq","An armed attack by militants possibly by the Islamic State left a civilian dead and another one injured in the Syria border town of Al-Qa'im, Iraq.[140]","Islamic State","Iraqi insurgency"
"October","2018","15","Execution","1","0","Borno State, Nigeria","The pro-ISIL faction of Boko Haram executed an International Committee of the Red Cross (ICRC) worker named Hauwa Liman. The attack was done in the Borno State.[141]","Boko Haram","Boko Haram insurgency"
"October","2018","15","Grenade attack","0","2","Pulwama district, India","Militants lobbed grenades at a CRPF camp, causing two injuries. The attack occurred in the Pulwama district, a few days after a Lashkar-e-Taiba militant was killed.[142][143]","Lashkar-e-Taiba","Insurgency in Jammu and Kashmir"
"October","2018","15","Shooting, bombing","12","2","Mopti Region, Mali","11 civilians were killed when militants on motorcycles opened fire on them on the Mopti Region of Mali. In a separate incident, a woman was blown up by a roadside bomb and other two were injured nearby.[144][145]","Islamic State","Northern Mali conflict"
"October","2018","15","Shooting, kidnapping","1","7","Jowzjan Province, Afghanistan","The Taliban assassinated a teacher and kidnapped seven tribal elders in an attack that took place in the Jowzjan Province of Afghanistan.[146]","Taliban","War in Afghanistan"
"October","2018","15","Rocket attack","1","15","Qala-i-Jangi, Afghanistan","A rocket attack carried out by Taliban militants at Qala-i-Jangi, Afghanistan, left a person dead and 15 others injured.[147]","Taliban","War in Afghanistan"
"October","2018","15","Firebombing","0","4","Athens, Greece","A mob of Anarchists of the size of about a couple dozen people attacked a police station and threw molotov cocktails at the officers wounding four in central Athens. Several vehicles were also severely damaged.[148][149]","Anarchists","Terrorism in Greece"
"October","2018","15","Shooting","7","5","Samangan Province, Afghanistan","The Taliban overran several police checkpoints, killing 7 and injuring 5 in the Afghan Samangan Province.[150]","Taliban","War in Afghanistan"
"October","2018","15","Bombing","0","0","Giridih district, India","Maoists blew up railway tracks, causing delays and paralyzing train movements at the Giridih district, of Jharkhand, India.[151][152]","CPI","Naxalite–Maoist insurgency"
"October","2018","15","Shooting","16","17","Daykundi Province and Farah Province, Afghanistan","Taliban militants attacked Afghan security checkpoints in the Daykundi Province and the Farah Province, killing 16 and injuring 17. The Taliban also seized many weapons.[153]","Taliban","War in Afghanistan"
"October","2018","16","Shooting","2","3","La Macarena, Colombia","Two soldiers were killed and three others were injured during an ambush staged in La Macarena, Meta Department, Colombia. Three militants were arrested in relation in the attack.[154]","FARC dissidents","Colombian conflict"
"October","2018","16","Rocket attack","0","0","Beersheba, Israel","The Israeli Air Force struck 20 Hamas terror targets across the Gaza Strip early after long range rockets struck a home in the southern city of Beersheba while another fell in the sea next to a central Israeli city. Hamas and Islamic Jihad had earlier denied responsibility for the rocket fire.[155]","Izz ad-Din al-Qassam Brigades","Israeli–Palestinian conflict"
"October","2018","16","Bombing","0","3","Rajnandgaon district, India","Three Indo-Tibetan Border Police (ITBP) jawans were injured when a bomb placed by Naxals exploded in the Rajnandgaon district, of the Chhattisgarh province of India.[156][157]","CPI","Naxalite–Maoist insurgency"
"October","2018","16","Shooting","0","0","Midsayap, Philippines","Government forces clashed with militants of IS-linked Bangsamoro Islamic Freedom Fighters, on the border of North Cotabato and Maguindanao provinces on Tuesday afternoon. The 10 minute firefight by members of the Army’s 34th Infantry Battalion and Midsayap town police office against the 15 man BIFF group prompted the radicals to withdraw, the Army's 6th Infantry Division spokesperson.[158]","Bangsamoro Islamic Freedom Fighters","Moro conflict"
"October","2018","16","Shooting","5","1","Nimruz Province, Afghanistan","Five border policemen were killed and one was injured as a result of Taliban attack on a checkpoint in an area of the Nimruz Province, Afghanistan.[159]","Taliban","War in Afghanistan"
"October","2018","16","Bombing","4","1","Garmsir District, Afghanistan","A roadside bomb planted by Taliban insurgents blew up a civilian vehicle killing four and injuring a person. The people were travelling from the Garmsir District to Lashkargah.[160]","Taliban","War in Afghanistan"
"October","2018","16","Mortar attack","0","1","Latakia Governorate, Syria","A Syrian soldier was injured by militants who shelled several parts of the Latakia Governorate in Northwest Syria.[161]","Militants","Syrian Civil War"
